Anno_evento;Quartiere;Genere;Età_decesso;Cittadinanza;Luogo_decesso;Numerosità
2004;XXII Marzo;Maschi;62;Italia;Milano;1
2004;XXII Marzo;Maschi;63;Italia;Fuori Milano;2
2004;XXII Marzo;Maschi;64;Italia;Milano;1
2004;XXII Marzo;Maschi;65;Italia;Fuori Milano;3
2004;XXII Marzo;Maschi;65;Italia;Milano;1
2004;XXII Marzo;Maschi;66;Italia;Milano;3
2004;XXII Marzo;Maschi;67;Italia;Fuori Milano;1
2004;XXII Marzo;Maschi;67;Italia;Milano;1
2004;XXII Marzo;Maschi;68;Italia;Milano;2
2004;XXII Marzo;Maschi;69;Italia;Fuori Milano;1
2004;XXII Marzo;Maschi;69;Italia;Milano;2
2004;XXII Marzo;Maschi;70;Italia;Milano;3
2004;XXII Marzo;Maschi;71;Italia;Milano;2
2004;XXII Marzo;Maschi;72;Italia;Milano;2
2004;XXII Marzo;Maschi;73;Italia;Fuori Milano;1
2004;XXII Marzo;Maschi;73;Italia;Milano;2
2004;XXII Marzo;Maschi;74;Italia;Fuori Milano;2
2004;XXII Marzo;Maschi;74;Italia;Milano;3
2004;XXII Marzo;Maschi;75;Italia;Fuori Milano;1
2004;XXII Marzo;Maschi;75;Italia;Milano;3
2004;XXII Marzo;Maschi;76;Italia;Milano;3
2004;XXII Marzo;Maschi;77;Italia;Fuori Milano;1
2004;XXII Marzo;Maschi;77;Italia;Milano;3
2004;XXII Marzo;Maschi;78;Italia;Milano;9
2004;XXII Marzo;Maschi;79;Italia;Milano;1
2004;XXII Marzo;Maschi;80;Italia;Milano;8
2004;XXII Marzo;Maschi;81;Italia;Milano;2
2004;XXII Marzo;Maschi;82;Italia;Fuori Milano;1
2004;XXII Marzo;Maschi;82;Italia;Milano;5
2004;XXII Marzo;Maschi;83;Italia;Fuori Milano;1
2004;XXII Marzo;Maschi;83;Italia;Milano;4
2004;XXII Marzo;Maschi;84;Italia;Fuori Milano;1
2004;XXII Marzo;Maschi;84;Italia;Milano;3
2004;XXII Marzo;Maschi;85;Italia;Milano;1
2004;XXII Marzo;Maschi;86;Italia;Fuori Milano;2
2004;XXII Marzo;Maschi;87;Italia;Milano;1
2004;XXII Marzo;Maschi;88;Italia;Fuori Milano;1
2004;XXII Marzo;Maschi;88;Italia;Milano;7
2004;XXII Marzo;Maschi;89;Italia;Milano;6
2004;XXII Marzo;Maschi;90;Italia;Fuori Milano;1
2004;XXII Marzo;Maschi;90;Italia;Milano;2
2004;XXII Marzo;Maschi;91;Italia;Fuori Milano;3
2004;XXII Marzo;Maschi;91;Italia;Milano;4
2004;XXII Marzo;Maschi;92;Italia;Milano;1
2004;XXII Marzo;Maschi;93;Italia;Milano;1
2004;XXII Marzo;Maschi;94;Italia;Fuori Milano;1
2004;XXII Marzo;Maschi;94;Italia;Milano;3
2004;XXII Marzo;Maschi;96;Italia;Milano;1
2005;;Femmine;44;Marocco;Milano;1
2005;;Femmine;61;Italia;Milano;1
2005;;Femmine;70;Italia;Milano;1
2005;;Femmine;71;Italia;Fuori Milano;1
2005;;Femmine;74;Italia;Milano;1
2005;;Femmine;81;Italia;Milano;1
2005;;Femmine;84;Italia;Milano;1
2005;;Femmine;94;Italia;Milano;1
2005;;Maschi;59;Italia;Milano;2
2005;;Maschi;71;Italia;Milano;1
2005;;Maschi;72;Italia;Fuori Milano;1
2005;;Maschi;77;Italia;Fuori Milano;1
2005;;Maschi;80;Italia;Fuori Milano;1
2005;;Maschi;83;Italia;Milano;1
2005;;Maschi;88;Italia;Milano;1
2005;;Maschi;98;Italia;Fuori Milano;1
2005;Adriano;Femmine;44;Italia;Milano;1
2005;Adriano;Femmine;49;Italia;Fuori Milano;1
2005;Adriano;Femmine;52;Italia;Milano;1
2005;Adriano;Femmine;59;Italia;Milano;1
2005;Adriano;Femmine;64;Italia;Fuori Milano;1
2005;Adriano;Femmine;65;Italia;Milano;1
2005;Adriano;Femmine;66;Italia;Fuori Milano;1
2005;Adriano;Femmine;66;Italia;Milano;1
2005;Adriano;Femmine;67;Italia;Milano;1
2005;Adriano;Femmine;70;Italia;Fuori Milano;1
2005;Adriano;Femmine;73;Italia;Fuori Milano;1
2005;Adriano;Femmine;74;Italia;Fuori Milano;1
2005;Adriano;Femmine;74;Italia;Milano;1
2005;Adriano;Femmine;75;Italia;Fuori Milano;2
2005;Adriano;Femmine;78;Italia;Milano;2
2005;Adriano;Femmine;79;Italia;Milano;1
2005;Adriano;Femmine;80;Italia;Fuori Milano;1
2005;Adriano;Femmine;81;Italia;Fuori Milano;2
2005;Adriano;Femmine;81;Italia;Milano;1
2005;Adriano;Femmine;82;Italia;Milano;2
2005;Adriano;Femmine;84;Italia;Milano;1
2005;Adriano;Femmine;86;Italia;Milano;1
2005;Adriano;Femmine;88;Italia;Milano;1
2005;Adriano;Femmine;91;Italia;Milano;1
2005;Adriano;Femmine;92;Italia;Milano;1
2005;Adriano;Femmine;94;Italia;Fuori Milano;2
2005;Adriano;Maschi;2;Italia;Milano;1
2005;Adriano;Maschi;46;Italia;Milano;1
2005;Adriano;Maschi;59;Italia;Milano;1
2005;Adriano;Maschi;61;Italia;Milano;1
2005;Adriano;Maschi;63;Italia;Fuori Milano;1
2005;Adriano;Maschi;65;Italia;Milano;1
2005;Adriano;Maschi;66;Italia;Milano;1
2005;Adriano;Maschi;67;Italia;Milano;1
2005;Adriano;Maschi;70;Italia;Fuori Milano;1
2005;Adriano;Maschi;70;Italia;Milano;1
2005;Adriano;Maschi;74;Italia;Fuori Milano;1
2005;Adriano;Maschi;74;Italia;Milano;1
2005;Adriano;Maschi;75;Italia;Milano;3
2005;Adriano;Maschi;76;Italia;Fuori Milano;1
2005;Adriano;Maschi;76;Italia;Milano;1
2005;Adriano;Maschi;77;Italia;Fuori Milano;1
2005;Adriano;Maschi;77;Italia;Milano;2
2005;Adriano;Maschi;79;Italia;Milano;1
2005;Adriano;Maschi;80;Italia;Fuori Milano;1
2005;Adriano;Maschi;82;Italia;Fuori Milano;2
2005;Adriano;Maschi;83;Italia;Fuori Milano;1
2005;Adriano;Maschi;83;Italia;Milano;2
2005;Adriano;Maschi;84;Italia;Fuori Milano;1
2005;Adriano;Maschi;86;Italia;Milano;1
2005;Adriano;Maschi;87;Italia;Milano;1
2005;Adriano;Maschi;89;Italia;Fuori Milano;1
2005;Adriano;Maschi;90;Italia;Milano;1
2005;Affori;Femmine;42;Italia;Milano;1
2005;Affori;Femmine;47;Ucraina;Milano;1
2005;Affori;Femmine;51;Italia;Milano;1
2005;Affori;Femmine;60;Italia;Fuori Milano;1
2005;Affori;Femmine;61;Italia;Milano;2
2005;Affori;Femmine;62;Italia;Fuori Milano;1
2005;Affori;Femmine;62;Italia;Milano;1
2005;Affori;Femmine;64;Italia;Milano;1
2005;Affori;Femmine;65;Italia;Milano;1
2005;Affori;Femmine;66;Italia;Fuori Milano;1
2005;Affori;Femmine;66;Italia;Milano;1
2005;Affori;Femmine;67;Italia;Milano;1
2005;Affori;Femmine;68;Italia;Fuori Milano;2
2005;Affori;Femmine;68;Italia;Milano;1
2005;Affori;Femmine;69;Italia;Milano;3
2005;Affori;Femmine;70;Italia;Milano;4
2005;Affori;Femmine;71;Italia;Milano;1
2005;Affori;Femmine;73;Italia;Fuori Milano;1
2005;Affori;Femmine;73;Italia;Milano;1
2005;Affori;Femmine;74;Italia;Fuori Milano;1
2005;Affori;Femmine;74;Italia;Milano;2
2005;Affori;Femmine;75;Italia;Milano;1
2005;Affori;Femmine;76;Italia;Milano;2
2005;Affori;Femmine;77;Italia;Milano;4
2005;Affori;Femmine;78;Italia;Milano;2
2005;Affori;Femmine;80;Italia;Milano;3
2005;Affori;Femmine;81;Italia;Milano;3
2005;Affori;Femmine;82;Italia;Milano;1
2005;Affori;Femmine;83;Italia;Milano;3
2005;Affori;Femmine;84;Italia;Milano;4
2005;Affori;Femmine;85;Italia;Milano;6
2005;Affori;Femmine;86;Italia;Milano;1
2005;Affori;Femmine;87;Italia;Milano;4
2005;Affori;Femmine;88;Italia;Fuori Milano;1
2005;Affori;Femmine;88;Italia;Milano;2
2005;Affori;Femmine;89;Italia;Fuori Milano;2
2005;Affori;Femmine;89;Italia;Milano;2
2005;Affori;Femmine;90;Italia;Milano;4
2005;Affori;Femmine;91;Italia;Fuori Milano;2
2005;Affori;Femmine;91;Italia;Milano;6
2005;Affori;Femmine;92;Italia;Fuori Milano;1
2005;Affori;Femmine;92;Italia;Milano;3
2005;Affori;Femmine;93;Italia;Milano;2
2005;Affori;Femmine;94;Italia;Milano;3
2005;Affori;Femmine;95;Italia;Milano;1
2005;Affori;Femmine;96;Italia;Milano;2
2005;Affori;Femmine;97;Italia;Milano;2
2005;Affori;Femmine;98;Italia;Milano;2
2005;Affori;Femmine;99;Italia;Milano;1
2005;Affori;Femmine;101;Italia;Milano;1
2005;Affori;Maschi;0;Italia;Milano;1
2005;Affori;Maschi;25;Italia;Fuori Milano;2
2005;Affori;Maschi;37;Italia;Fuori Milano;1
2005;Affori;Maschi;40;Italia;Milano;1
2005;Affori;Maschi;46;Italia;Fuori Milano;1
2005;Affori;Maschi;48;Italia;Milano;1
2005;Affori;Maschi;53;Italia;Fuori Milano;1
2005;Affori;Maschi;53;Italia;Milano;1
2005;Affori;Maschi;54;Italia;Fuori Milano;1
2005;Affori;Maschi;57;Italia;Milano;2
2005;Affori;Maschi;58;Italia;Milano;2
2005;Affori;Maschi;59;Italia;Milano;1
2005;Affori;Maschi;60;Italia;Fuori Milano;2
2005;Affori;Maschi;61;Italia;Milano;1
2005;Affori;Maschi;63;Italia;Milano;1
2005;Affori;Maschi;64;Italia;Milano;1
2005;Affori;Maschi;65;Italia;Milano;2
2005;Affori;Maschi;66;Italia;Fuori Milano;1
2005;Affori;Maschi;66;Italia;Milano;2
2005;Affori;Maschi;67;Italia;Fuori Milano;1
2005;Affori;Maschi;67;Italia;Milano;4
2005;Affori;Maschi;68;Italia;Fuori Milano;1
2005;Affori;Maschi;68;Italia;Milano;1
2005;Affori;Maschi;69;Italia;Milano;1
2005;Affori;Maschi;70;Italia;Fuori Milano;1
2005;Affori;Maschi;70;Italia;Milano;2
2005;Affori;Maschi;71;Italia;Fuori Milano;1
2005;Affori;Maschi;71;Italia;Milano;3
2005;Affori;Maschi;72;Italia;Fuori Milano;3
2005;Affori;Maschi;72;Italia;Milano;3
2005;Affori;Maschi;73;Italia;Milano;1
2005;Affori;Maschi;74;Italia;Milano;2
2005;Affori;Maschi;75;Italia;Fuori Milano;1
2005;Affori;Maschi;76;Italia;Milano;3
2005;Affori;Maschi;77;Italia;Milano;2
2005;Affori;Maschi;78;Italia;Milano;2
2005;Affori;Maschi;79;Italia;Milano;7
2005;Affori;Maschi;80;Italia;Milano;2
2005;Affori;Maschi;81;Italia;Fuori Milano;1
2005;Affori;Maschi;81;Italia;Milano;3
2005;Affori;Maschi;82;Italia;Milano;4
2005;Affori;Maschi;83;Italia;Fuori Milano;1
2005;Affori;Maschi;83;Italia;Milano;5
2005;Affori;Maschi;84;Italia;Milano;1
2005;Affori;Maschi;85;Italia;Milano;2
2005;Affori;Maschi;87;Italia;Milano;1
2005;Affori;Maschi;88;Italia;Milano;2
2005;Affori;Maschi;90;Italia;Fuori Milano;1
2005;Affori;Maschi;91;Italia;Milano;1
2005;Affori;Maschi;92;Italia;Milano;1
2005;Affori;Maschi;94;Italia;Fuori Milano;1
2005;Affori;Maschi;94;Italia;Milano;2
2005;Affori;Maschi;95;Italia;Fuori Milano;2
2005;Affori;Maschi;96;Italia;Milano;1
2005;Baggio;Femmine;32;Italia;Fuori Milano;1
2005;Baggio;Femmine;33;Italia;Milano;1
2005;Baggio;Femmine;41;Italia;Fuori Milano;1
2005;Baggio;Femmine;51;Italia;Milano;1
2005;Baggio;Femmine;53;Italia;Milano;1
2005;Baggio;Femmine;58;Italia;Milano;3
2005;Baggio;Femmine;61;Italia;Milano;1
2005;Baggio;Femmine;62;Italia;Milano;3
2005;Baggio;Femmine;63;Italia;Milano;1
2005;Baggio;Femmine;64;Italia;Milano;3
2005;Baggio;Femmine;65;Italia;Milano;1
2005;Baggio;Femmine;66;Italia;Fuori Milano;1
2005;Baggio;Femmine;66;Italia;Milano;2
2005;Baggio;Femmine;67;Italia;Fuori Milano;1
2005;Baggio;Femmine;68;Italia;Milano;2
2005;Baggio;Femmine;69;Italia;Fuori Milano;1
2005;Baggio;Femmine;70;Italia;Milano;1
2005;Baggio;Femmine;71;Italia;Fuori Milano;1
2005;Baggio;Femmine;71;Italia;Milano;3
2005;Baggio;Femmine;72;Italia;Fuori Milano;1
2005;Baggio;Femmine;72;Italia;Milano;3
2005;Baggio;Femmine;73;Italia;Milano;3
2005;Baggio;Femmine;74;Italia;Milano;1
2005;Baggio;Femmine;75;Italia;Fuori Milano;2
2005;Baggio;Femmine;75;Italia;Milano;3
2005;Baggio;Femmine;76;Italia;Milano;4
2005;Baggio;Femmine;77;Italia;Fuori Milano;1
2005;Baggio;Femmine;77;Italia;Milano;1
2005;Baggio;Femmine;78;Italia;Fuori Milano;1
2005;Baggio;Femmine;78;Italia;Milano;7
2005;Baggio;Femmine;79;Italia;Fuori Milano;2
2005;Baggio;Femmine;79;Italia;Milano;1
2005;Baggio;Femmine;80;Italia;Fuori Milano;1
2005;Baggio;Femmine;80;Italia;Milano;6
2005;Baggio;Femmine;81;Italia;Fuori Milano;1
2005;Baggio;Femmine;81;Italia;Milano;9
2005;Baggio;Femmine;82;Italia;Fuori Milano;1
2005;Baggio;Femmine;82;Italia;Milano;7
2005;Baggio;Femmine;83;Italia;Milano;4
2005;Baggio;Femmine;84;Italia;Fuori Milano;1
2005;Baggio;Femmine;84;Italia;Milano;6
2005;Baggio;Femmine;85;Italia;Fuori Milano;1
2005;Baggio;Femmine;85;Italia;Milano;1
2005;Baggio;Femmine;86;Italia;Fuori Milano;1
2005;Baggio;Femmine;86;Italia;Milano;3
2005;Baggio;Femmine;87;Italia;Milano;3
2005;Baggio;Femmine;88;Italia;Milano;1
2005;Baggio;Femmine;89;Italia;Fuori Milano;2
2005;Baggio;Femmine;89;Italia;Milano;2
2005;Baggio;Femmine;90;Italia;Fuori Milano;2
2005;Baggio;Femmine;90;Italia;Milano;6
2005;Baggio;Femmine;91;Italia;Fuori Milano;2
2005;Baggio;Femmine;91;Italia;Milano;6
2005;Baggio;Femmine;92;Italia;Fuori Milano;5
2005;Baggio;Femmine;92;Italia;Milano;5
2005;Baggio;Femmine;93;Italia;Fuori Milano;1
2005;Baggio;Femmine;93;Italia;Milano;1
2005;Baggio;Femmine;94;Italia;Fuori Milano;1
2005;Baggio;Femmine;94;Italia;Milano;5
2005;Baggio;Femmine;95;Italia;Milano;1
2005;Baggio;Femmine;96;Italia;Fuori Milano;3
2005;Baggio;Femmine;98;Italia;Fuori Milano;1
2005;Baggio;Femmine;100;Italia;Fuori Milano;1
2005;Baggio;Maschi;18;Italia;Fuori Milano;1
2005;Baggio;Maschi;33;Italia;Milano;1
2005;Baggio;Maschi;36;Italia;Milano;1
2005;Baggio;Maschi;37;Italia;Fuori Milano;1
2005;Baggio;Maschi;39;Italia;Milano;1
2005;Baggio;Maschi;40;Italia;Fuori Milano;1
2005;Baggio;Maschi;45;Italia;Milano;1
2005;Baggio;Maschi;46;Italia;Milano;1
2005;Baggio;Maschi;47;Italia;Milano;1
2005;Baggio;Maschi;48;Italia;Milano;1
2005;Baggio;Maschi;53;Italia;Milano;1
2005;Baggio;Maschi;55;Italia;Milano;1
2005;Baggio;Maschi;56;Italia;Milano;3
2005;Baggio;Maschi;57;Egitto;Milano;1
2005;Baggio;Maschi;57;Italia;Fuori Milano;1
2005;Baggio;Maschi;57;Italia;Milano;2
2005;Baggio;Maschi;58;Italia;Milano;2
2005;Baggio;Maschi;59;Italia;Milano;1
2005;Baggio;Maschi;60;Italia;Milano;2
2005;Baggio;Maschi;61;Italia;Milano;1
2005;Baggio;Maschi;62;Italia;Milano;1
2005;Baggio;Maschi;63;Italia;Milano;1
2005;Baggio;Maschi;64;Italia;Fuori Milano;1
2005;Baggio;Maschi;64;Italia;Milano;3
2005;Baggio;Maschi;65;Italia;Milano;5
2005;Baggio;Maschi;66;Italia;Milano;2
2005;Baggio;Maschi;67;Italia;Milano;1
2005;Baggio;Maschi;68;Italia;Milano;3
2005;Baggio;Maschi;69;Italia;Milano;3
2005;Baggio;Maschi;70;Italia;Milano;5
2005;Baggio;Maschi;71;Italia;Milano;5
2005;Baggio;Maschi;72;Italia;Milano;2
2005;Baggio;Maschi;73;Italia;Milano;4
2005;Baggio;Maschi;74;Italia;Fuori Milano;1
2005;Baggio;Maschi;74;Italia;Milano;2
2005;Baggio;Maschi;75;Italia;Fuori Milano;1
2005;Baggio;Maschi;75;Italia;Milano;8
2005;Baggio;Maschi;76;Italia;Fuori Milano;1
2005;Baggio;Maschi;76;Italia;Milano;8
2005;Baggio;Maschi;77;Italia;Milano;11
2005;Baggio;Maschi;78;Italia;Fuori Milano;1
2005;Baggio;Maschi;78;Italia;Milano;6
2005;Baggio;Maschi;79;Italia;Milano;2
2005;Baggio;Maschi;80;Italia;Fuori Milano;1
2005;Baggio;Maschi;80;Italia;Milano;3
2005;Baggio;Maschi;81;Italia;Milano;3
2005;Baggio;Maschi;82;Italia;Milano;6
2005;Baggio;Maschi;83;Italia;Milano;2
2005;Baggio;Maschi;84;Italia;Milano;4
2005;Baggio;Maschi;85;Italia;Milano;7
2005;Baggio;Maschi;86;Italia;Milano;3
2005;Baggio;Maschi;87;Italia;Milano;1
2005;Baggio;Maschi;88;Italia;Fuori Milano;2
2005;Baggio;Maschi;88;Italia;Milano;2
2005;Baggio;Maschi;89;Italia;Fuori Milano;1
2005;Baggio;Maschi;90;Italia;Fuori Milano;2
2005;Baggio;Maschi;91;Italia;Fuori Milano;1
2005;Baggio;Maschi;91;Italia;Milano;1
2005;Baggio;Maschi;92;Italia;Milano;2
2005;Baggio;Maschi;93;Italia;Milano;1
2005;Baggio;Maschi;94;Italia;Milano;1
2005;Baggio;Maschi;95;Italia;Milano;1
2005;Baggio;Maschi;97;Italia;Milano;1
2005;Bande Nere;Femmine;28;Italia;Milano;1
2005;Bande Nere;Femmine;42;Italia;Fuori Milano;1
2005;Bande Nere;Femmine;46;Italia;Milano;1
2005;Bande Nere;Femmine;47;Italia;Milano;1
2005;Bande Nere;Femmine;50;Italia;Milano;1
2005;Bande Nere;Femmine;51;Italia;Fuori Milano;1
2005;Bande Nere;Femmine;53;Italia;Milano;1
2005;Bande Nere;Femmine;54;Italia;Milano;1
2005;Bande Nere;Femmine;56;Italia;Milano;2
2005;Bande Nere;Femmine;59;Italia;Fuori Milano;2
2005;Bande Nere;Femmine;59;Italia;Milano;1
2005;Bande Nere;Femmine;60;Italia;Milano;1
2005;Bande Nere;Femmine;61;Italia;Milano;1
2005;Bande Nere;Femmine;62;Italia;Milano;2
2005;Bande Nere;Femmine;63;Italia;Milano;1
2005;Bande Nere;Femmine;64;Italia;Fuori Milano;1
2005;Bande Nere;Femmine;64;Italia;Milano;2
2005;Bande Nere;Femmine;65;Italia;Fuori Milano;1
2005;Bande Nere;Femmine;65;Italia;Milano;3
2005;Bande Nere;Femmine;66;Italia;Milano;1
2005;Bande Nere;Femmine;67;Italia;Milano;3
2005;Bande Nere;Femmine;68;Italia;Milano;1
2005;Bande Nere;Femmine;69;Italia;Milano;2
2005;Bande Nere;Femmine;70;Italia;Milano;5
2005;Bande Nere;Femmine;71;Italia;Fuori Milano;1
2005;Bande Nere;Femmine;71;Italia;Milano;2
2005;Bande Nere;Femmine;72;Italia;Fuori Milano;1
2005;Bande Nere;Femmine;72;Italia;Milano;4
2005;Bande Nere;Femmine;73;Italia;Milano;6
2005;Bande Nere;Femmine;74;Italia;Fuori Milano;1
2005;Bande Nere;Femmine;74;Italia;Milano;6
2005;Bande Nere;Femmine;75;Italia;Milano;8
2005;Bande Nere;Femmine;76;Italia;Fuori Milano;2
2005;Bande Nere;Femmine;76;Italia;Milano;8
2005;Bande Nere;Femmine;77;Italia;Fuori Milano;1
2005;Bande Nere;Femmine;77;Italia;Milano;5
2005;Bande Nere;Femmine;78;Italia;Fuori Milano;1
2005;Bande Nere;Femmine;78;Italia;Milano;9
2005;Bande Nere;Femmine;79;Italia;Fuori Milano;1
2005;Bande Nere;Femmine;79;Italia;Milano;8
2005;Bande Nere;Femmine;80;Italia;Fuori Milano;1
2005;Bande Nere;Femmine;80;Italia;Milano;3
2005;Bande Nere;Femmine;81;Italia;Fuori Milano;2
2005;Bande Nere;Femmine;81;Italia;Milano;5
2005;Bande Nere;Femmine;82;Italia;Fuori Milano;3
2005;Bande Nere;Femmine;82;Italia;Milano;8
2005;Bande Nere;Femmine;83;Italia;Fuori Milano;2
2005;Bande Nere;Femmine;83;Italia;Milano;12
2005;Bande Nere;Femmine;84;Italia;Milano;11
2005;Bande Nere;Femmine;85;Italia;Fuori Milano;3
2005;Bande Nere;Femmine;85;Italia;Milano;9
2005;Bande Nere;Femmine;86;Italia;Milano;7
2005;Bande Nere;Femmine;87;Italia;Fuori Milano;1
2005;Bande Nere;Femmine;87;Italia;Milano;9
2005;Bande Nere;Femmine;88;Italia;Fuori Milano;1
2005;Bande Nere;Femmine;88;Italia;Milano;13
2005;Bande Nere;Femmine;89;Italia;Milano;12
2005;Bande Nere;Femmine;90;Italia;Fuori Milano;3
2005;Bande Nere;Femmine;90;Italia;Milano;21
2005;Bande Nere;Femmine;91;Italia;Fuori Milano;5
2005;Bande Nere;Femmine;91;Italia;Milano;6
2005;Bande Nere;Femmine;92;Italia;Fuori Milano;1
2005;Bande Nere;Femmine;92;Italia;Milano;15
2005;Bande Nere;Femmine;93;Italia;Milano;11
2005;Bande Nere;Femmine;94;Italia;Fuori Milano;2
2005;Bande Nere;Femmine;94;Italia;Milano;7
2005;Bande Nere;Femmine;95;Italia;Fuori Milano;2
2005;Bande Nere;Femmine;95;Italia;Milano;12
2005;Bande Nere;Femmine;96;Italia;Fuori Milano;2
2005;Bande Nere;Femmine;96;Italia;Milano;5
2005;Bande Nere;Femmine;97;Italia;Milano;9
2005;Bande Nere;Femmine;98;Italia;Milano;3
2005;Bande Nere;Femmine;99;Italia;Milano;1
2005;Bande Nere;Femmine;100;Italia;Milano;3
2005;Bande Nere;Femmine;101;Italia;Milano;1
2005;Bande Nere;Femmine;102;Italia;Milano;1
2005;Bande Nere;Femmine;103;Italia;Milano;1
2005;Bande Nere;Femmine;107;Italia;Milano;1
2005;Bande Nere;Maschi;0;Italia;Fuori Milano;1
2005;Bande Nere;Maschi;28;Italia;Milano;1
2005;Bande Nere;Maschi;37;Italia;Milano;1
2005;Bande Nere;Maschi;38;Italia;Fuori Milano;1
2005;Bande Nere;Maschi;41;Italia;Milano;1
2005;Bande Nere;Maschi;42;Italia;Milano;2
2005;Bande Nere;Maschi;44;Italia;Milano;1
2005;Bande Nere;Maschi;46;Italia;Milano;1
2005;Bande Nere;Maschi;49;Italia;Milano;1
2005;Bande Nere;Maschi;52;Italia;Milano;1
2005;Bande Nere;Maschi;53;Ecuador;Fuori Milano;1
2005;Bande Nere;Maschi;54;Italia;Milano;1
2005;Bande Nere;Maschi;56;Italia;Milano;1
2005;Bande Nere;Maschi;57;Italia;Milano;5
2005;Bande Nere;Maschi;58;Italia;Milano;1
2005;Bande Nere;Maschi;59;Italia;Milano;2
2005;Bande Nere;Maschi;61;Italia;Milano;2
2005;Bande Nere;Maschi;62;Italia;Fuori Milano;2
2005;Bande Nere;Maschi;62;Italia;Milano;5
2005;Bande Nere;Maschi;63;Italia;Milano;3
2005;Bande Nere;Maschi;64;Italia;Fuori Milano;1
2005;Bande Nere;Maschi;64;Italia;Milano;1
2005;Bande Nere;Maschi;65;Italia;Milano;2
2005;Bande Nere;Maschi;66;Italia;Fuori Milano;1
2005;Bande Nere;Maschi;66;Italia;Milano;1
2005;Bande Nere;Maschi;67;Italia;Fuori Milano;1
2005;Bande Nere;Maschi;67;Italia;Milano;5
2005;Bande Nere;Maschi;68;Italia;Fuori Milano;2
2005;Bande Nere;Maschi;68;Italia;Milano;4
2005;Bande Nere;Maschi;69;Italia;Milano;3
2005;Bande Nere;Maschi;70;Italia;Fuori Milano;1
2005;Bande Nere;Maschi;70;Italia;Milano;6
2005;Bande Nere;Maschi;71;Iran;Milano;1
2005;Bande Nere;Maschi;71;Italia;Fuori Milano;3
2005;Bande Nere;Maschi;71;Italia;Milano;5
2005;Bande Nere;Maschi;72;Italia;Milano;3
2005;Bande Nere;Maschi;73;Italia;Fuori Milano;1
2005;Bande Nere;Maschi;73;Italia;Milano;13
2005;Bande Nere;Maschi;74;Italia;Fuori Milano;2
2005;Bande Nere;Maschi;74;Italia;Milano;8
2005;Bande Nere;Maschi;75;Italia;Fuori Milano;2
2005;Bande Nere;Maschi;75;Italia;Milano;9
2005;Bande Nere;Maschi;76;Italia;Milano;7
2005;Bande Nere;Maschi;77;Italia;Fuori Milano;1
2005;Bande Nere;Maschi;77;Italia;Milano;8
2005;Bande Nere;Maschi;78;Italia;Milano;12
2005;Bande Nere;Maschi;79;Italia;Fuori Milano;3
2005;Bande Nere;Maschi;79;Italia;Milano;14
2005;Bande Nere;Maschi;80;Italia;Fuori Milano;1
2005;Bande Nere;Maschi;80;Italia;Milano;12
2005;Bande Nere;Maschi;81;Italia;Fuori Milano;1
2005;Bande Nere;Maschi;81;Italia;Milano;15
2005;Bande Nere;Maschi;82;Italia;Fuori Milano;2
2005;Bande Nere;Maschi;82;Italia;Milano;7
2005;Bande Nere;Maschi;83;Italia;Fuori Milano;4
2005;Bande Nere;Maschi;83;Italia;Milano;10
2005;Bande Nere;Maschi;84;Italia;Fuori Milano;3
2005;Bande Nere;Maschi;84;Italia;Milano;8
2005;Bande Nere;Maschi;85;Italia;Fuori Milano;1
2005;Bande Nere;Maschi;85;Italia;Milano;7
2005;Bande Nere;Maschi;86;Italia;Milano;5
2005;Bande Nere;Maschi;87;Italia;Milano;6
2005;Bande Nere;Maschi;88;Italia;Milano;1
2005;Bande Nere;Maschi;89;Italia;Fuori Milano;2
2005;Bande Nere;Maschi;89;Italia;Milano;6
2005;Bande Nere;Maschi;90;Italia;Milano;5
2005;Bande Nere;Maschi;91;Italia;Milano;7
2005;Bande Nere;Maschi;92;Italia;Fuori Milano;1
2005;Bande Nere;Maschi;92;Italia;Milano;4
2005;Bande Nere;Maschi;93;Italia;Milano;1
2005;Bande Nere;Maschi;94;Italia;Milano;2
2005;Bande Nere;Maschi;95;Italia;Milano;2
2005;Bande Nere;Maschi;98;Italia;Milano;1
2005;Bande Nere;Maschi;99;Italia;Milano;1
2005;Bande Nere;Maschi;101;Italia;Fuori Milano;1
2005;Bande Nere;Maschi;102;Italia;Milano;1
2005;Barona;Femmine;23;Italia;Milano;1
2005;Barona;Femmine;40;Italia;Milano;1
2005;Barona;Femmine;51;Italia;Milano;1
2005;Barona;Femmine;53;Italia;Milano;1
2005;Barona;Femmine;55;Italia;Milano;2
2005;Barona;Femmine;58;Italia;Fuori Milano;1
2005;Barona;Femmine;60;Italia;Milano;2
2005;Barona;Femmine;61;Italia;Fuori Milano;1
2005;Barona;Femmine;64;Italia;Milano;1
2005;Barona;Femmine;65;Italia;Milano;4
2005;Barona;Femmine;66;Italia;Milano;1
2005;Barona;Femmine;68;Italia;Fuori Milano;1
